Committee_Id,Committee_Name,Link_Image,Sponsor_Name,Cash_on_Hand,Coverage_End_Date,Total_Disbursement,Total_Receipt
"C00599092","WOLF PACK","http://docquery.fec.gov/cgi-bin/fecimg/?C00599092","","240928.92","31-MAR-26","47162.3","100940"
"C00786392","BEYOND THOUGHTS AND PRAYERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00786392","AUCHINCLOSS, JAKE","37889.94","31-MAR-26","187310.5","223720"
"C00737270","LIBERTAD","http://docquery.fec.gov/cgi-bin/fecimg/?C00737270","","52182.14","31-MAR-26","28388.7","78777"
"C00647206","ONE GENERATION","http://docquery.fec.gov/cgi-bin/fecimg/?C00647206","","0","30-JAN-26","282553.5","5881.1"
"C00867986","REGION LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00867986","MRVAN, FRANK","46483.56","31-MAR-26","23258","55514.4"
"C00826685","A LOVE SUPREME PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00826685","FROST, MAXWELL","9806.83","31-MAR-26","11282.9","21010"
"C00607721","LAND OF OPPORTUNITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00607721","","89218.16","31-MAR-26","216071.4","255680.1"
"C00526715","GREATER TOMORROW POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00526715","","12831.28","31-MAR-26","149023.8","133156.9"
"C00525212","VICTORY AND FREEDOM PAC (VAF PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00525212","FOXX, VIRGINIA","24249.37","31-MAR-26","149449.1","113000"
"C00404392","CONSERVATIVE OPPORTUNITY LEADERSHIP AND ENTERPRISE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00404392","","518654.64","31-MAR-26","511632.2","767574.7"
"C00411611","SECURE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00411611","THOMPSON, BENNIE","572984.67","31-MAR-26","45718.7","73376.6"
"C00764431","406 PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00764431","ROSENDALE, MATT","0","18-MAR-25","6673.9","0"
"C00492819","CHESAPEAKE FREEDOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492819","","99348.54","31-MAR-26","44807.5","74574.3"
"C00517235","TURQUOISE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00517235","LUJAN, BEN RAY","299453.49","31-MAR-26","453810.5","520178"
"C00846477","SAP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00846477","SAPRAICONE, MICHAEL","37906.16","31-MAR-26","41191.5","0"
"C00862581","HIGHER GROUND PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00862581","IVEY, GLENN","21514","31-MAR-26","18426","22500"
"C00862730","PROUD AMERICAN","http://docquery.fec.gov/cgi-bin/fecimg/?C00862730","BAIRD, JAMES","7500","31-MAR-26","0","7500"
"C00330720","TRUST PAC TEAM REPUBLICANS FOR UTILIZING SENSIBLE TACTICS","http://docquery.fec.gov/cgi-bin/fecimg/?C00330720","","509137.73","31-MAR-26","12268.6","50303.6"
"C00858514","TAKE BACK NJ PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00858514","GUINCHARD, MARY","","","",""
"C00405050","BRINGING EVERYONE TOGETHER THROUGH ADVOCACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00405050","MCCOLLUM, BETTY","95406.98","31-MAR-26","159068","177633.2"
"C00431874","FOLLOW THE NORTH STAR FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00431874","KLOBUCHAR, AMY","38882.44","31-MAR-26","448203.7","390964"
"C00856104","KEEP AMERICA RED INDEFINITELY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00856104","","19765.87","31-MAR-26","6006.7","23304.2"
"C00377689","PROSPERITY ACTION, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?C00377689","RYAN, PAUL","49262.45","31-MAR-26","53974.9","2785.2"
"C00855585","REAL EFFECTIVE POLITICS FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00855585","CAMBRIDGE, EBAN","","","",""
"C00855437","MAKE EVERY DAY COUNT","http://docquery.fec.gov/cgi-bin/fecimg/?C00855437","","0","27-FEB-25","20979.7","36.8"
"C00855460","ONWARD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00855460","HAMILTON, CAMERON","0","06-FEB-25","239.5","0"
"C00798579","PROGRESSIVE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00798579","LIEU, TED","0","18-JUN-25","4556.7","2500"
"C00608463","SALT CITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00608463","","546695.11","31-MAR-26","85389.4","18000"
"C00853622","PROTECTING THE PACIFIC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00853622","MOYLAN, JAMES","","","",""
"C00544254","PERIMETER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00544254","DUCKWORTH, TAMMY","45881.18","31-MAR-26","598898","595549"
"C00729939","BULLDOG VICTORY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00729939","","42388.89","31-MAR-26","2773.7","20500"
"C00850891","GOLD BAR PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00850891","SERRANO GLASSNER, CHRISTINE","6157.29","31-MAR-26","0","0"
"C00428839","CONSERVATIVE PRINCIPLES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00428839","","","","",""
"C00723676","WE BELONG HERE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00723676","SYKES, EMILIA","36371.5","31-MAR-26","17679.2","24500"
"C00809574","CENTRAL NEW YORK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00809574","","0","31-JAN-25","4823.7","0"
"C00307991","RIPPLE OF HOPE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00307991","CICILLINE, DAVID","2450.07","31-MAR-26","15730.9","16295.6"
"C00849935","DEFEND THEM PAC INC.","http://docquery.fec.gov/cgi-bin/fecimg/?C00849935","JOHNSON, PERRY","12109.77","31-MAR-26","0","0"
"C00491654","CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00491654","","1095636.03","31-MAR-26","205523.3","160144.7"
"C00771188","PROPELLING AMERICA INTO TOMORROW","http://docquery.fec.gov/cgi-bin/fecimg/?C00771188","","7039.51","31-MAR-26","0","0"
"C00822486","RE-COOP ARIZONA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00822486","COOPER, KELLY","","","",""
"C00680405","DEFEND & UPHOLD OUR NATION NOW","http://docquery.fec.gov/cgi-bin/fecimg/?C00680405","","18931.78","31-MAR-26","54210","47313.6"
"C00848556","MCKENZIE RIVER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00848556","HOYLE, VALERIE","43140.16","31-MAR-26","74105.3","110000"
"C00848523","COLOR OF CONSERVATISM","http://docquery.fec.gov/cgi-bin/fecimg/?C00848523","HEMPHILL, JAMES","","","",""
"C00344788","ALL AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00344788","BAYH, EVAN","654135.21","31-MAR-26","23427","91362.6"
"C00625558","MILK RIVER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00625558","CLARKE, YVETTE","7171.78","31-MAR-26","154747.5","142674.6"
"C00543207","BADLANDS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00543207","","96309.43","31-MAR-26","232928.1","276500"
"C00691915","PRAYERIE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00691915","CRAMER, KEVIN","15397.61","31-MAR-26","27754.3","28500"
"C00390161","EUREKA POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00390161","","153351.32","31-MAR-26","466279.8","599419.5"
"C00847095","RESILIENT MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00847095","MENENDEZ, ROBERT J.","14514.63","31-MAR-26","99991.8","43500"
"C00571430","EFFECTIVE LEADERSHIP ENHANCING COMMUNITIES TODAY - ELECT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571430","","15469.38","31-MAR-26","0","0"
"C00552539","MAKE IT WORK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00552539","KING, ANGUS","111283.16","31-MAR-26","167645.2","187000"
"C00492983","NUTMEG PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492983","BLUMENTHAL, RICHARD","135346.17","31-MAR-26","481583.8","464236"
"C00338848","HOOSIER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00338848","","-7","30-JUN-25","253.2","7"
"C00752790","JOBS AND THE ECONOMY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00752790","","3427.66","31-MAR-26","116759.5","100557.1"
"C00809756","AMERICA FOREVER","http://docquery.fec.gov/cgi-bin/fecimg/?C00809756","SUAREZ, FRANCIS X.","","","",""
"C00704247","GATEWAY TO LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00704247","SHERRILL, MIKIE","0","08-DEC-25","119385.7","32500"
"C00827519","TOMORROW IS MEANINGFUL PAC - FEDERAL","http://docquery.fec.gov/cgi-bin/fecimg/?C00827519","SCOTT, TIMOTHY E.","956929.59","31-MAR-26","74372.9","784718.8"
"C00824938","BE AN AMERICAN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00824938","BEAN, AARON P.","35173.68","31-MAR-26","73466.5","95154.8"
"C00830919","GRIT & HEART PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00830919","STANSBURY, MELANIE","8444","31-MAR-26","20810.5","26000"
"C00634774","COMMON SENSE FOR AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00634774","KENNEDY, JOHN NEELY","1236240.37","31-MAR-26","6536491.1","7218144.6"
"C00693895","COME AND TAKE IT POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00693895","","102632.55","31-MAR-26","16444.9","82250.7"
"C00589606","MOVING OUR NATION FORWARD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00589606","DESAULNIER, MARK","27239.3","31-MAR-26","7040.9","17145"
"C00431601","OCEANS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00431601","WHITEHOUSE, SHELDON","34109.62","31-MAR-26","420805","447289.5"
"C00687525","NEVER SURRENDER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00687525","","3290.83","31-MAR-26","41418.5","37593.5"
"C00839373","WE'VE GOT A COUNTRY TO SAVE","http://docquery.fec.gov/cgi-bin/fecimg/?C00839373","","1379.66","31-MAR-26","0","0"
"C00688549","DAKOTA LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00688549","","507998.68","31-MAR-26","20395.1","274962"
"C00467837","EDPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00467837","","37180.23","31-MAR-26","164843.1","1533.5"
"C00752287","CONSERVATIVE AMERICAN REPUBLICAN LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00752287","","0","17-MAR-25","4983","0"
"C00804153","STRENGTH IN SEVEN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00804153","BROWN, SHONTEL","20322.92","31-MAR-26","71942.5","56250"
"C00835579","WORKING EVERY NIGHT AND DAY FOR YOU PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00835579","DAVIS, WENDY","0","21-APR-25","750","703.2"
"C00818393","DOSE OF REALITY, OPTIMISM AND ZEAL PAC  (DR OZ PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00818393","OZ, MEHMET","262354.15","31-MAR-26","362255.3","12866.2"
"C00831214","EVERY VOTE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00831214","","126892.25","31-MAR-26","62834.3","187500"
"C00248948","PEOPLE HELPING PEOPLE","http://docquery.fec.gov/cgi-bin/fecimg/?C00248948","WATERS, MAXINE","4985.99","31-MAR-26","55256.6","45013"
"C00692202","COURAGE TO CHANGE","http://docquery.fec.gov/cgi-bin/fecimg/?C00692202","OCASIO-CORTEZ, ALEXANDRIA","311175.56","31-MAR-26","190237.7","250818.6"
"C00672733","BULLDOG PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00672733","","366884.03","31-MAR-26","177459.3","348338.1"
"C00829663","NOT SO OLD FASHIONED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00829663","MCGARVEY, MORGAN","49620.24","31-MAR-26","74470.3","110849.7"
"C00522425","FUTURE FIRST LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00522425","KINZINGER, ADAM","0","31-MAR-26","70234.8","56009.7"
"C00732958","MAKING A DIFFERENCE IN SERVICE TO OUR NATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00732958","CAWTHORN, DAVID MADISON","0","10-MAR-25","2210.7","11114.9"
"C00833954","GOVERNMENT ACCOUNTABILITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00833954","CASTELLI, ROBERT","","","",""
"C00700203","GRANGE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00700203","PLASKETT, STACEY","43586.57","31-MAR-26","85333","87418.2"
"C00473116","THREE RIVERS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00473116","SCHRADER, KURT","5066.83","31-MAR-26","50328.4","498.2"
"C00482703","FREEDOM PAC, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?C00482703","CLYDE, ANDREW","7865.08","31-MAR-26","15000","7500"
"C00693671","WARRIOR DIPLOMAT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00693671","","0","31-MAR-25","11760.9","1996.7"
"C00778449","RESTORE AMERICA'S VOICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00778449","MILLS, CORY","10682.72","31-MAR-26","18402.2","15000"
"C00832469","BUILDING A NATIONAL KNOWLEDGEABLE SECURITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00832469","","122153.11","31-MAR-26","1022329.5","1033812.9"
"C00577288","DECIDING CRITICAL RACES PAC (DCR PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00577288","ROUZER, DAVID","162917.76","31-MAR-26","126442.1","156750"
"C00692111","VELVET HAMMER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00692111","SMITH, TINA","9725.46","31-MAR-26","202401.9","179243"
"C00764795","WE THE PEOPLE LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00764795","BOEBERT, LAUREN","6236.63","31-MAR-26","15748.8","11260.9"
"C00627398","MAKING BOLD INITIATIVES + SOLUTIONS TO HELP AMERICA (M-BISH PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00627398","","5695.54","31-MAR-26","0","0"
"C00570101","VIBE PAC (VICTORY BY INVESTING BUILDING EMPOWERING)","http://docquery.fec.gov/cgi-bin/fecimg/?C00570101","CARDENAS, TONY","0","28-APR-25","16865.1","0"
"C00831362","THE MPIRE STRIKES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00831362","MOSKOWITZ, JARED","109846.95","31-MAR-26","17047.9","118350"
"C00325357","PIONEER POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00325357","TIBERI, PATRICK","62402.87","31-MAR-26","71500","0"
"C00427401","CONSERVATIVE & REPUBLICAN TOGETHER EQUALS RESULTS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00427401","CARTER, JOHN R.","69393.82","31-MAR-26","245443.6","265917.4"
"C00571182","GETTING STUFF DONE PAC (GSD-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00571182","SINEMA, KYRSTEN","0","31-JAN-25","7281.7","0"
"C00829879","ADOS REPUBLICAN","http://docquery.fec.gov/cgi-bin/fecimg/?C00829879","KENNEDY, RONDA","0","31-MAR-26","0","0"
"C00798405","TAKE BACK ARIZONA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00798405","MASTERS, BLAKE","0","26-JAN-26","1737.6","0"
"C00546325","TAKING AN INDEPENDENT PERSPECTIVE TOGETHER FOR OUR NATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00546325","","17031.69","31-MAR-26","1500","0"
"C00571802","SENSIBLE AMERICAN SOLUTIONS SUPPORTING EVERYONE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571802","SASSE, BENJAMIN E.","75580.29","31-MAR-26","55456","11466"
"C00826917","POLITIVIST LPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00826917","BUSH, CORI","0","31-DEC-25","22596","15850"
"C00828426","BLUE RIDGE VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00828426","EDWARDS, CHUCK","10098.19","31-MAR-26","45567.8","51500"
"C00525238","IMPACT COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00525238","TURNER, REP MICHAEL R","30190.63","31-MAR-26","50046.8","65668.7"
"C00572271","BUILDING AMERICA'S REPUBLICAN REPRESENTATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00572271","","258805.88","31-MAR-26","977900.2","1069987.7"
"C00816504","ALASKA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00816504","","0","04-NOV-25","934.5","0"
"C00821538","FUNDING UNIQUE NEW GENERATIONS YEAH","http://docquery.fec.gov/cgi-bin/fecimg/?C00821538","FUNG, ALLAN","0","15-JAN-26","2826.3","0"
"C00574376","THUNDERBOLT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00574376","","0","31-MAR-25","0","0"
"C00821959","ALL AMERICAN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00821959","SELF, KEITH","13732.63","31-MAR-26","11994","25000"
"C00390674","FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00390674","CRAPO, MICHAEL","2237583.44","31-MAR-26","616027.5","1939418.1"
"C00481531","TEXAS REPUBLICANS UNITED POLITICAL ACTION COMMITTEE (TRU PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00481531","","9625.07","31-MAR-26","61796.4","22000"
"C00818518","BOG-PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00818518","BOGNET, JIM","8406.25","31-MAR-26","4136.5","0"
"C00481176","CONCERNED AMERICANS FOR FREEDOM & OPPORTUNITY PAC (CAFO PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00481176","SMITH, ADRIAN","258653.56","31-MAR-26","161683.9","234347"
"C00818286","OHIO MATTERS LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00818286","DOLAN, MATT","8469.44","31-MAR-26","112.5","0"
"C00481978","GUTS POLITICAL ACTION COMMITTEE A/K/A TRUE BLUE DEMOCRATS","http://docquery.fec.gov/cgi-bin/fecimg/?C00481978","GRAYSON, ALAN MARK","17522.76","31-MAR-26","5586.7","2754.2"
"C00502096","MICHIGAN'S FUTURE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00502096","KILDEE, DANIEL","0","20-JAN-25","278.6","0"
"C00380675","INDIVIDUALS DEDICATED TO ETHICS AND SCIENCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00380675","DEGETTE, DIANA","20142.89","31-MAR-26","32381.5","39100"
"C00365551","KPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00365551","","13196.67","31-MAR-26","11012.8","1755.2"
"C00813162","NO EASY DAY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00813162","","0","13-FEB-26","14357.9","6500"
"C00492082","HOOSIERS FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492082","DONNELLY, JOSEPH","14817.78","31-MAR-26","10000","0"
"C00344333","RESTORE AMERICA PAC INC.","http://docquery.fec.gov/cgi-bin/fecimg/?C00344333","","24.4","31-MAR-26","25","25"
"C00747204","DAM MAN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00747204","TIFFANY, TOM","7598.79","31-MAR-26","0","7000"
"C00692640","FIGHTING FOR MISSOURI PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00692640","HAWLEY, JOSHUA DAVID","53408.64","31-MAR-26","469931.3","122772.4"
"C00811216","OUR FIGHT OUR FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00811216","CASAR, GREG","9459.25","31-MAR-26","34563.3","26000"
"C00689893","GUEST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00689893","","24342.02","31-MAR-26","12748.5","27500"
"C00363648","FIRST STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00363648","CARPER, THOMAS","0","28-MAR-25","20446.5","10"
"C00583153","VALOR PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00583153","","42237.89","31-MAR-26","230696.6","213901"
"C00805846","LEADING THE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00805846","BARNES, MANDELA","0","10-FEB-26","23929.2","1439.1"
"C00662056","BLUE LINE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00662056","QUIGLEY, MIKE","5769.13","31-MAR-26","42818.5","35000"
"C00689638","SOUTH JERSEY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00689638","","270.77","31-MAR-26","180","0"
"C00801993","VA CONSERVATIVE LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00801993","GOOD, ROBERT G.","5375.16","31-MAR-26","3300","0"
"C00497842","STRATEGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00497842","JOHNSON, RON","44729.16","31-MAR-26","157126.5","126796.1"
"C00687020","STRENGTHENING THE AMERICAN REPUBLIC (STAR) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00687020","","10519.14","31-MAR-26","57459","54000"
"C00410308","SHORE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00410308","PALLONE, FRANK","368018.31","31-MAR-26","440566.2","517036.6"
"C00793570","KEEP ELECTING NEW TALENT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00793570","","0","06-MAY-25","9646.2","3600"
"C00795708","TENNESSEE EAGLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00795708","","34168.87","31-MAR-26","341121.9","259000"
"C00652305","REDEMPTION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00652305","","37235.55","31-MAR-26","134565.7","142580.9"
"C00497073","LOBO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00497073","HEINRICH, MARTIN","175569.29","31-MAR-26","568372.2","604000"
"C00525717","JUSTICE UNITY SPONTANEITY TRUTH INDEPENDENCE NOMOS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00525717","AMASH, JUSTIN","1363.21","31-MAR-26","1150.5","2500"
"C00345058","COMMON SENSE COMMON SOLUTIONS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00345058","GRANGER, KAY","71620.12","31-MAR-26","10320.9","0"
"C00692087","VICTORY AND NATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00692087","","13271.39","31-MAR-26","36315","3300"
"C00754283","PATRIOTS FOR AMERICAN LEADERSHIP","http://docquery.fec.gov/cgi-bin/fecimg/?C00754283","","","","",""
"C00787317","SPIKE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00787317","TRAHAN, LORI","25748.17","31-MAR-26","181515.4","191066"
"C00588806","HEALTH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00588806","GRAYSON, DENA MD, PHD","0","31-DEC-25","563.4","0"
"C00574723","PROSPERITY OKLAHOMA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00574723","","190.87","31-MAR-26","0","0"
"C00628669","1848 PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00628669","GROTHMAN, GLENN S.","3420.77","31-MAR-26","25405.8","7500"
"C00694471","AMERICAN MOSAIC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00694471","UNDERWOOD, LAUREN","74074.85","31-MAR-26","113523.9","182992.2"
"C00639435","ELEPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00639435","ENGEL, ELIOT","4457.26","31-MAR-26","9505.9","0"
"C00686402","NOOGA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00686402","FLEISCHMANN, CHARLES J","38013.96","31-MAR-26","97357.4","110900"
"C00778308","SOUTHERN STATES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00778308","KELLY, JOHN","38793.89","31-MAR-26","164629.4","128983.3"
"C00507574","MOTOR CITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00507574","PETERS, GARY","1103378","31-MAR-26","486693.8","235037.7"
"C00487942","REACHING FOR A BRIGHTER AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00487942","","32529.9","31-MAR-26","120635.3","113353.2"
"C00497131","PURPOSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00497131","BOOKER, CORY","588362.94","31-MAR-26","696221.5","551210"
"C00768507","UNITED FOR AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00768507","ELLISON, ALLEN","0","31-MAR-26","0","0"
"C00773234","KANSAS VICTORY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00773234","","0","06-FEB-25","6806.6","0"
"C00445379","MAKING AMERICA PROSPEROUS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00445379","","0","31-DEC-25","3974.7","0"
"C00773853","GINGER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00773853","MEIJER, PETER","1659.58","31-MAR-26","1227.4","0"
"C00460972","BLUE WAVE PROJECT","http://docquery.fec.gov/cgi-bin/fecimg/?C00460972","MERKLEY, JEFFREY","154546.74","31-MAR-26","389969.1","229380.3"
"C00605410","CLIMATE CHAMPIONS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00605410","MERKLEY, JEFFREY","0","30-JAN-26","17878.8","13255"
"C00764993","LIBERTY-LIBERTAD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00764993","ESPAILLAT, ADRIANO","23264.99","31-MAR-26","11450.5","32500"
"C00588335","BUILDING AND RESTORING AMERICA TOGETHER POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00588335","BRAT, DAVID ALAN MR.","24916.45","31-MAR-26","12515.7","10500"
"C00771527","JOBS FOR A NEW ECONOMY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00771527","","42241.82","31-MAR-26","12006.3","0"
"C00768085","NC RED","http://docquery.fec.gov/cgi-bin/fecimg/?C00768085","","25333.98","31-MAR-26","11816.6","12500"
"C00567693","HAWAII PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00567693","SCHATZ, BRIAN","369098.41","31-MAR-26","591220","879500"
"C00539601","PINEAPPLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00539601","HIRONO, MAZIE","43093.51","31-MAR-26","327568.6","359750"
"C00765727","TAHOMA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00765727","STRICKLAND, MARILYN","42667.16","31-MAR-26","87008.7","85000"
"C00764878","REPUBLICAN MAJORITY FUND: STATE AND LOCAL","http://docquery.fec.gov/cgi-bin/fecimg/?C00764878","","1525.48","31-MAR-26","8900.6","10000"
"C00629311","GRANITE VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00629311","HASSAN, MARGARET","141499.95","31-MAR-26","626147.7","658416"
"C00413948","ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00413948","BOOZMAN, SEN. JOHN","454443.56","31-MAR-26","1028839.5","1236663.8"
